Post Content,Followers,User Bio,Age,Location,Hashtags,Engagement,Sentiment
Started a new project today. Let's see how it goes.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#selfcare', '#food', '#hate', '#love']",997,2
Everything is falling apart and I don't know what to do.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#positivity', '#motivation', '#lifeisgood']",1021,0
I can't believe how bad today was. Everything went wrong.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#hate', '#selfcare']",842,0
Spent the afternoon doing some reading. A pretty chill day.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#inspiration'],929,2
Here's a picture of my new lunch. #yum,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#inspiration', '#books', '#weekend', '#food']",374,2
Started a new project today. Let's see how it goes.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#life', '#newbeginnings', '#blessed']",880,2
I just finished reading an amazing book that changed my perspective!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#travel', '#motivation', '#hate', '#tech']",514,1
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#workout'],1183,0
I regret my decision. This was a terrible choice.,33142,Lifestyle guru and content creator.,30,London,"['#blessed', '#dreams']",884,0
Just got my dream job! Feeling on top of the world!,703,Just another social media user.,34,New York,"['#motivation', '#food', '#positivity']",1266,1
Went to a coffee shop today. The vibe was nice.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#workout', '#adventure', '#fitness', '#motivation']",924,2
I can't believe how bad today was. Everything went wrong.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#hate', '#selfcare', '#weekend', '#newbeginnings']",601,0
So excited about my new adventure in life!,703,Just another social media user.,34,New York,"['#workout', '#adventure']",902,1
Catch me at the gym later today.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#tech', '#food', '#love']",378,2
Today was amazing! I’m so grateful for everything.,33142,Lifestyle guru and content creator.,30,London,"['#fitness', '#blessed', '#food']",1059,1
Started a new project today. Let's see how it goes.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#inspiration'],1096,2
Disappointed with the way things are turning out.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#positivity', '#blessed']",554,0
I can't believe how far I've come. So grateful!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#books', '#travel', '#lifeisgood', '#dreams']",1216,1
"Feeling so down, things aren't going well.",703,Just another social media user.,34,New York,"['#travel', '#blessed', '#adventure', '#weekend']",319,0
Life is so beautiful right now!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#positivity', '#weekend']",769,1
"So proud of my progress, everything is falling into place!",33142,Lifestyle guru and content creator.,30,London,['#blessed'],1160,1
I can't shake this feeling of failure. I feel stuck.,33142,Lifestyle guru and content creator.,30,London,"['#positivity', '#newbeginnings', '#books']",634,0
Started a new project today. Let's see how it goes.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#workout', '#grateful']",888,2
"So proud of my progress, everything is falling into place!",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#adventure'],604,1
It's a regular Monday.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#food'],790,2
I can't shake this feeling of failure. I feel stuck.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#fitness', '#hate', '#food']",1067,0
I regret my decision. This was a terrible choice.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#food', '#life', '#workout', '#selfcare']",729,0
I can't believe how far I've come. So grateful!,703,Just another social media user.,34,New York,"['#grateful', '#fitness', '#adventure', '#love']",1000,1
I can't shake this feeling of failure. I feel stuck.,703,Just another social media user.,34,New York,['#workout'],603,0
"Feeling so down, things aren't going well.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#tech', '#adventure', '#workout', '#inspiration']",962,0
I can't shake this feeling of failure. I feel stuck.,703,Just another social media user.,34,New York,"['#life', '#motivation', '#workout', '#food']",399,0
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#dreams', '#life', '#blessed']",1104,0
"No matter what I do, nothing seems to work out.",33142,Lifestyle guru and content creator.,30,London,"['#inspiration', '#love', '#positivity']",780,0
I regret my decision. This was a terrible choice.,703,Just another social media user.,34,New York,"['#hate', '#inspiration', '#adventure']",698,0
Started a new project today. Let's see how it goes.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#lifeisgood', '#blessed']",477,2
"Feeling so down, things aren't going well.",2049,Freelance photographer. Love the outdoors.,27,Paris,"['#newbeginnings', '#positivity']",1083,0
It's a regular Monday.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#fitness', '#dreams', '#motivation', '#food']",477,2
So excited about my new adventure in life!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#food', '#motivation', '#love']",699,1
Here's a picture of my new lunch. #yum,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#weekend', '#fitness']",1021,2
I just finished reading an amazing book that changed my perspective!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#fitness', '#food', '#dreams', '#tech']",578,1
I regret my decision. This was a terrible choice.,703,Just another social media user.,34,New York,"['#fitness', '#adventure', '#food']",1119,0
Spent the afternoon doing some reading. A pretty chill day.,703,Just another social media user.,34,New York,"['#blessed', '#food', '#positivity', '#weekend']",257,2
I regret my decision. This was a terrible choice.,33142,Lifestyle guru and content creator.,30,London,"['#love', '#dreams', '#workout']",641,0
I can't shake this feeling of failure. I feel stuck.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#fitness'],1126,0
I regret my decision. This was a terrible choice.,703,Just another social media user.,34,New York,"['#blessed', '#grateful', '#workout', '#adventure']",269,0
Life is so beautiful right now!,703,Just another social media user.,34,New York,"['#motivation', '#books']",745,1
"Feeling so down, things aren't going well.",2049,Freelance photographer. Love the outdoors.,27,Paris,['#inspiration'],934,0
Today was amazing! I’m so grateful for everything.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#blessed', '#dreams', '#positivity']",817,1
This has been the worst week ever. I need a break!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#books', '#newbeginnings']",1062,0
"Feeling so down, things aren't going well.",33142,Lifestyle guru and content creator.,30,London,"['#positivity', '#food']",344,0
I regret my decision. This was a terrible choice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#positivity', '#dreams']",745,0
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#newbeginnings', '#weekend']",1001,1
Nothing beats the feeling of accomplishing your goals!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#dreams', '#love', '#food']",1094,1
Just finished a long day at work. Time to relax.,703,Just another social media user.,34,New York,"['#motivation', '#fitness', '#travel', '#blessed']",617,2
Just got my dream job! Feeling on top of the world!,703,Just another social media user.,34,New York,"['#love', '#fitness', '#adventure', '#newbeginnings']",403,1
It's a regular Monday.,703,Just another social media user.,34,New York,['#tech'],287,2
I just took a walk in the park. Feeling good.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#food', '#adventure', '#lifeisgood']",440,2
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#motivation', '#weekend', '#blessed']",527,0
Went to a coffee shop today. The vibe was nice.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#selfcare'],413,2
I can't believe how far I've come. So grateful!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#blessed'],1336,1
This has been the worst week ever. I need a break!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#adventure', '#travel', '#newbeginnings']",1053,0
Just finished a long day at work. Time to relax.,703,Just another social media user.,34,New York,['#tech'],303,2
Life is so beautiful right now!,703,Just another social media user.,34,New York,"['#fitness', '#grateful', '#love']",1343,1
So excited about my new adventure in life!,703,Just another social media user.,34,New York,['#travel'],851,1
Everything is falling apart and I don't know what to do.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#weekend', '#lifeisgood', '#selfcare', '#tech']",963,0
I regret my decision. This was a terrible choice.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#lifeisgood', '#motivation', '#food']",1192,0
I just finished reading an amazing book that changed my perspective!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#positivity'],989,1
It's a regular Monday.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#fitness', '#workout', '#books']",754,2
"So proud of my progress, everything is falling into place!",2049,Freelance photographer. Love the outdoors.,27,Paris,"['#books', '#grateful']",962,1
I can't believe how far I've come. So grateful!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#travel', '#newbeginnings']",1091,1
So excited about my new adventure in life!,703,Just another social media user.,34,New York,"['#dreams', '#lifeisgood']",1177,1
Catch me at the gym later today.,703,Just another social media user.,34,New York,"['#travel', '#hate']",1022,2
Went to a coffee shop today. The vibe was nice.,33142,Lifestyle guru and content creator.,30,London,"['#dreams', '#fitness']",716,2
Spent the afternoon doing some reading. A pretty chill day.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#positivity', '#grateful', '#lifeisgood', '#travel']",762,2
"Feeling so down, things aren't going well.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#positivity', '#travel']",731,0
Went to a coffee shop today. The vibe was nice.,703,Just another social media user.,34,New York,"['#dreams', '#workout', '#travel']",286,2
Just got my dream job! Feeling on top of the world!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#books', '#fitness']",733,1
Just got my dream job! Feeling on top of the world!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#life'],1352,1
Started a new project today. Let's see how it goes.,703,Just another social media user.,34,New York,"['#love', '#selfcare', '#adventure']",799,2
Went to a coffee shop today. The vibe was nice.,703,Just another social media user.,34,New York,"['#adventure', '#life', '#lifeisgood', '#positivity']",703,2
I can't believe how far I've come. So grateful!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#fitness', '#positivity', '#books', '#tech']",1118,1
It's a regular Monday.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#blessed'],543,2
Just finished a long day at work. Time to relax.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#grateful'],376,2
"Feeling so down, things aren't going well.",2049,Freelance photographer. Love the outdoors.,27,Paris,['#adventure'],713,0
I just took a walk in the park. Feeling good.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#food', '#weekend']",791,2
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#selfcare', '#positivity', '#life']",1085,1
